Alt,Time,Lat,Lon
4099.2, 2019/11/16 18:19:34.0,43.79908,-120.650238
4099.41, 2019/11/16 18:19:36.0,43.79908,-120.650238
4099.41, 2019/11/16 18:19:38.0,43.79908,-120.650238
4099.41, 2019/11/16 18:19:40.0,43.79908,-120.650238
4098.59, 2019/11/16 18:19:41.0,43.79908,-120.650238
4099.82, 2019/11/16 18:19:43.0,43.79908,-120.650238
4098.79, 2019/11/16 18:19:45.0,43.79908,-120.650238
4099.2, 2019/11/16 18:19:47.0,43.79908,-120.650238
4098.79, 2019/11/16 18:19:49.0,43.79908,-120.650238
4098.79, 2019/11/16 18:19:51.0,43.79908,-120.650238
4099.2, 2019/11/16 18:19:52.0,43.79908,-120.650238
4099.41, 2019/11/16 18:19:54.0,43.79908,-120.650238
4098.59, 2019/11/16 18:19:56.0,43.79908,-120.650238
4097.77, 2019/11/16 18:19:58.0,43.79908,-120.650238
4098.38, 2019/11/16 18:20:0.0,43.79908,-120.650238
4099, 2019/11/16 18:20:1.0,43.79908,-120.650238
4098.59, 2019/11/16 18:20:3.0,43.79908,-120.650238
4097.77, 2019/11/16 18:20:5.0,43.79908,-120.650238
4099.2, 2019/11/16 18:20:7.0,43.79908,-120.650238
4098.38, 2019/11/16 18:20:9.0,43.79908,-120.650238
4099.41, 2019/11/16 18:20:11.0,43.79908,-120.650238
4098.79, 2019/11/16 18:20:12.0,43.79908,-120.650238
4099.61, 2019/11/16 18:20:14.0,43.79908,-120.650238
4099, 2019/11/16 18:20:16.0,43.79908,-120.650238
4098.59, 2019/11/16 18:20:18.0,43.79908,-120.650238
4096.95, 2019/11/16 18:20:20.0,43.79908,-120.650238
4099.61, 2019/11/16 18:20:21.0,43.79908,-120.650238
4098.79, 2019/11/16 18:20:23.0,43.79908,-120.650238
4098.79, 2019/11/16 18:20:25.0,43.79908,-120.650238
4100.02, 2019/11/16 18:20:27.0,43.79908,-120.650238
4098.38, 2019/11/16 18:20:29.0,43.79908,-120.650238
4097.77, 2019/11/16 18:20:30.0,43.79908,-120.650238
4097.15, 2019/11/16 18:20:32.0,43.79908,-120.650238
4098.59, 2019/11/16 18:20:34.0,43.79908,-120.650238
4098.59, 2019/11/16 18:20:36.0,43.79908,-120.650238
4098.18, 2019/11/16 18:20:38.0,43.799076,-120.650238
4098.38, 2019/11/16 18:20:40.0,43.799076,-120.650238
4099.2, 2019/11/16 18:20:41.0,43.799076,-120.650238
4097.77, 2019/11/16 18:20:43.0,43.799076,-120.650238
4098.38, 2019/11/16 18:20:45.0,43.799076,-120.650238
4097.77, 2019/11/16 18:20:47.0,43.799076,-120.650238
4097.36, 2019/11/16 18:20:49.0,43.799076,-120.650238
4096.95, 2019/11/16 18:20:50.0,43.799076,-120.650238
4097.97, 2019/11/16 18:20:52.0,43.799076,-120.650238
4098.79, 2019/11/16 18:20:54.0,43.799076,-120.650238
4099.41, 2019/11/16 18:20:56.0,43.799076,-120.650238
4098.38, 2019/11/16 18:20:58.0,43.799076,-120.650238
4099, 2019/11/16 18:21:0.0,43.799076,-120.650238
4096.95, 2019/11/16 18:21:1.0,43.799076,-120.650238
4097.15, 2019/11/16 18:21:3.0,43.799076,-120.650238
4096.95, 2019/11/16 18:21:5.0,43.799076,-120.650238
4096.33, 2019/11/16 18:21:7.0,43.799076,-120.650238
4096.95, 2019/11/16 18:21:9.0,43.799076,-120.650238
4096.95, 2019/11/16 18:21:11.0,43.799076,-120.650238
4098.79, 2019/11/16 18:21:12.0,43.799076,-120.650238
4096.54, 2019/11/16 18:21:14.0,43.799076,-120.650238
4096.54, 2019/11/16 18:21:16.0,43.799076,-120.650238
4096.74, 2019/11/16 18:21:18.0,43.799076,-120.650238
4098.18, 2019/11/16 18:21:20.0,43.799076,-120.650238
4099, 2019/11/16 18:21:21.0,43.799076,-120.650238
4098.38, 2019/11/16 18:21:23.0,43.799076,-120.650238
4098.59, 2019/11/16 18:21:25.0,43.799076,-120.650238
4096.95, 2019/11/16 18:21:27.0,43.799076,-120.650238
4098.38, 2019/11/16 18:21:29.0,43.799076,-120.650238
4098.79, 2019/11/16 18:21:30.0,43.799076,-120.650238
4099.82, 2019/11/16 18:21:32.0,43.799076,-120.650238
4099.82, 2019/11/16 18:21:34.0,43.799076,-120.650238
4099.82, 2019/11/16 18:21:36.0,43.799076,-120.650238
4099.61, 2019/11/16 18:21:38.0,43.799076,-120.650238
4099.2, 2019/11/16 18:21:40.0,43.799076,-120.650238
4100.84, 2019/11/16 18:21:41.0,43.799076,-120.650238
4099.82, 2019/11/16 18:21:43.0,43.799076,-120.650238
4099.41, 2019/11/16 18:21:45.0,43.799076,-120.650238
4099.41, 2019/11/16 18:21:47.0,43.799076,-120.650238
4099.2, 2019/11/16 18:21:49.0,43.799076,-120.650238
4100.23, 2019/11/16 18:21:50.0,43.799076,-120.650238
4100.23, 2019/11/16 18:21:52.0,43.799076,-120.650238
4099.82, 2019/11/16 18:21:54.0,43.799076,-120.650238
4102.9, 2019/11/16 18:21:56.0,43.799076,-120.650238
4101.05, 2019/11/16 18:21:58.0,43.799076,-120.650238
4100.02, 2019/11/16 18:22:0.0,43.799076,-120.650238
4101.25, 2019/11/16 18:22:1.0,43.799076,-120.650238
4101.46, 2019/11/16 18:22:3.0,43.799076,-120.650238
4100.64, 2019/11/16 18:22:5.0,43.799076,-120.650246
4101.46, 2019/11/16 18:22:7.0,43.799076,-120.650246
4100.84, 2019/11/16 18:22:9.0,43.799076,-120.650246
4102.69, 2019/11/16 18:22:10.0,43.799076,-120.650246
4102.08, 2019/11/16 18:22:12.0,43.799076,-120.650246
4102.49, 2019/11/16 18:22:14.0,43.799076,-120.650246
4102.9, 2019/11/16 18:22:16.0,43.799076,-120.650246
4101.46, 2019/11/16 18:22:18.0,43.799076,-120.650246
4101.87, 2019/11/16 18:22:19.0,43.799076,-120.650246
4102.9, 2019/11/16 18:22:21.0,43.799076,-120.650246
4102.49, 2019/11/16 18:22:23.0,43.799076,-120.650246
4103.31, 2019/11/16 18:22:25.0,43.799076,-120.650246
4103.51, 2019/11/16 18:22:27.0,43.799076,-120.650246
4102.49, 2019/11/16 18:22:29.0,43.799076,-120.650246
4102.9, 2019/11/16 18:22:30.0,43.799076,-120.650246
4102.9, 2019/11/16 18:22:32.0,43.799076,-120.650246
4104.13, 2019/11/16 18:22:34.0,43.799076,-120.650246
4102.49, 2019/11/16 18:22:36.0,43.799076,-120.650246
4103.1, 2019/11/16 18:22:38.0,43.799076,-120.650246
4102.69, 2019/11/16 18:22:40.0,43.799076,-120.650246
4102.49, 2019/11/16 18:22:41.0,43.799076,-120.650246
4102.28, 2019/11/16 18:22:43.0,43.799076,-120.650246
4103.51, 2019/11/16 18:22:45.0,43.799076,-120.650246
4103.1, 2019/11/16 18:22:47.0,43.799076,-120.650246
4103.51, 2019/11/16 18:22:49.0,43.799076,-120.650246
4104.13, 2019/11/16 18:22:50.0,43.799076,-120.650246
4102.28, 2019/11/16 18:22:52.0,43.799076,-120.650246
4102.69, 2019/11/16 18:22:54.0,43.799076,-120.650246
4104.13, 2019/11/16 18:22:56.0,43.799076,-120.650246
4102.49, 2019/11/16 18:22:58.0,43.799076,-120.650246
4101.46, 2019/11/16 18:22:59.0,43.799076,-120.650246
4102.28, 2019/11/16 18:23:1.0,43.799076,-120.650246
4102.69, 2019/11/16 18:23:3.0,43.799076,-120.650246
4102.49, 2019/11/16 18:23:5.0,43.799076,-120.650246
4101.46, 2019/11/16 18:23:7.0,43.799076,-120.650246
4102.28, 2019/11/16 18:23:9.0,43.799076,-120.650246
4101.67, 2019/11/16 18:23:10.0,43.799076,-120.650246
4100.23, 2019/11/16 18:23:12.0,43.799076,-120.650246
4101.46, 2019/11/16 18:23:14.0,43.799076,-120.650246
4102.28, 2019/11/16 18:23:16.0,43.799076,-120.650246
4101.05, 2019/11/16 18:23:18.0,43.799076,-120.650246
4101.67, 2019/11/16 18:23:19.0,43.799076,-120.650246
4100.23, 2019/11/16 18:23:21.0,43.799076,-120.650246
4100.84, 2019/11/16 18:23:23.0,43.799072,-120.650246
4100.84, 2019/11/16 18:23:25.0,43.799072,-120.650246
4101.46, 2019/11/16 18:23:27.0,43.799072,-120.650246
4101.05, 2019/11/16 18:23:29.0,43.799072,-120.650246
4099.61, 2019/11/16 18:23:30.0,43.799072,-120.650246
4100.43, 2019/11/16 18:23:32.0,43.799072,-120.650246
4100.84, 2019/11/16 18:23:34.0,43.799072,-120.650246
4100.84, 2019/11/16 18:23:36.0,43.799072,-120.650246
4101.25, 2019/11/16 18:23:38.0,43.799072,-120.650246
4101.05, 2019/11/16 18:23:39.0,43.799072,-120.650246
4100.43, 2019/11/16 18:23:41.0,43.799072,-120.650246
4099.2, 2019/11/16 18:23:43.0,43.799072,-120.650246
4099.61, 2019/11/16 18:23:45.0,43.799072,-120.650246
4100.02, 2019/11/16 18:23:47.0,43.799072,-120.650246
4099.82, 2019/11/16 18:23:49.0,43.799072,-120.650246
4098.79, 2019/11/16 18:23:50.0,43.799072,-120.650246
4100.84, 2019/11/16 18:23:52.0,43.799072,-120.650246
4099.2, 2019/11/16 18:23:54.0,43.799072,-120.650246
4100.23, 2019/11/16 18:23:56.0,43.799072,-120.650246
4100.43, 2019/11/16 18:23:58.0,43.799072,-120.650246
4100.23, 2019/11/16 18:23:59.0,43.799072,-120.650246
4108.23, 2019/11/16 18:24:1.0,43.799072,-120.650246
4107, 2019/11/16 18:24:3.0,43.799072,-120.650246
4099.61, 2019/11/16 18:24:5.0,43.799072,-120.650246
4100.84, 2019/11/16 18:24:7.0,43.799072,-120.650238
4099.41, 2019/11/16 18:24:8.0,43.799072,-120.650238
4099.41, 2019/11/16 18:24:10.0,43.799072,-120.650238
4098.79, 2019/11/16 18:24:12.0,43.799072,-120.650238
4099.82, 2019/11/16 18:24:14.0,43.799072,-120.650238
4099.2, 2019/11/16 18:24:16.0,43.799072,-120.650238
4100.23, 2019/11/16 18:24:18.0,43.799072,-120.650238
4099.61, 2019/11/16 18:24:19.0,43.799072,-120.650238
4099.2, 2019/11/16 18:24:21.0,43.799072,-120.650238
4098.59, 2019/11/16 18:24:23.0,43.799072,-120.650238
4098.79, 2019/11/16 18:24:25.0,43.799072,-120.650238
4098.79, 2019/11/16 18:24:27.0,43.799072,-120.650238
4100.84, 2019/11/16 18:24:29.0,43.799072,-120.650238
4100.64, 2019/11/16 18:24:30.0,43.799072,-120.650238
4099, 2019/11/16 18:24:32.0,43.799072,-120.650238
4100.64, 2019/11/16 18:24:34.0,43.799072,-120.650238
4100.64, 2019/11/16 18:24:36.0,43.799072,-120.650238
4099.41, 2019/11/16 18:24:38.0,43.799072,-120.650238
4100.23, 2019/11/16 18:24:39.0,43.799072,-120.650238
4099.2, 2019/11/16 18:24:41.0,43.799072,-120.650238
4098.59, 2019/11/16 18:24:43.0,43.799072,-120.650238
4099.2, 2019/11/16 18:24:45.0,43.799072,-120.650238
4099.41, 2019/11/16 18:24:47.0,43.799072,-120.650238
4097.77, 2019/11/16 18:24:48.0,43.799072,-120.650238
4099.82, 2019/11/16 18:24:50.0,43.799072,-120.650238
4099.2, 2019/11/16 18:24:52.0,43.799072,-120.650238
4100.43, 2019/11/16 18:24:54.0,43.799072,-120.650238
4100.02, 2019/11/16 18:24:56.0,43.799072,-120.650238
4099.2, 2019/11/16 18:24:58.0,43.799072,-120.650238
4099, 2019/11/16 18:24:59.0,43.799072,-120.650238
4099, 2019/11/16 18:25:1.0,43.799072,-120.650238
4098.79, 2019/11/16 18:25:3.0,43.799072,-120.650238
4098.79, 2019/11/16 18:25:5.0,43.799072,-120.650238
4099.2, 2019/11/16 18:25:7.0,43.799072,-120.650238
4098.59, 2019/11/16 18:25:8.0,43.799072,-120.650238
4098.38, 2019/11/16 18:25:10.0,43.799072,-120.650238
4099, 2019/11/16 18:25:12.0,43.799072,-120.650238
4100.64, 2019/11/16 18:25:14.0,43.799072,-120.650238
4098.18, 2019/11/16 18:25:16.0,43.799072,-120.650238
4097.97, 2019/11/16 18:25:18.0,43.799072,-120.650238
4097.36, 2019/11/16 18:25:19.0,43.799072,-120.650238
4097.77, 2019/11/16 18:25:21.0,43.799072,-120.650238
4097.15, 2019/11/16 18:25:23.0,43.799072,-120.650238
4098.18, 2019/11/16 18:25:25.0,43.799072,-120.650238
4097.97, 2019/11/16 18:25:27.0,43.799072,-120.650238
4098.38, 2019/11/16 18:25:28.0,43.799072,-120.650238
4099.41, 2019/11/16 18:25:30.0,43.799072,-120.650238
4099.41, 2019/11/16 18:25:32.0,43.799072,-120.650238
4097.36, 2019/11/16 18:25:34.0,43.799072,-120.650238
4097.97, 2019/11/16 18:25:36.0,43.799072,-120.650238
4096.13, 2019/11/16 18:25:38.0,43.799072,-120.650238
4096.54, 2019/11/16 18:25:39.0,43.799072,-120.650238
4099, 2019/11/16 18:25:41.0,43.799072,-120.650238
4098.38, 2019/11/16 18:25:43.0,43.799072,-120.650238
4097.36, 2019/11/16 18:25:45.0,43.799072,-120.650238
4097.36, 2019/11/16 18:25:47.0,43.799072,-120.650238
4096.33, 2019/11/16 18:25:48.0,43.799072,-120.650238
4097.77, 2019/11/16 18:25:50.0,43.799072,-120.650238
4097.15, 2019/11/16 18:25:52.0,43.799072,-120.650238
4097.36, 2019/11/16 18:25:54.0,43.799072,-120.650238
4097.15, 2019/11/16 18:25:56.0,43.799072,-120.650238
4096.95, 2019/11/16 18:25:58.0,43.799072,-120.650238
4096.95, 2019/11/16 18:25:59.0,43.799072,-120.650238
4097.15, 2019/11/16 18:26:1.0,43.799072,-120.650238
4096.54, 2019/11/16 18:26:3.0,43.799072,-120.650238
4098.38, 2019/11/16 18:26:5.0,43.799072,-120.650238
4097.15, 2019/11/16 18:26:7.0,43.799072,-120.650238
4096.95, 2019/11/16 18:26:8.0,43.799072,-120.650238
4097.15, 2019/11/16 18:26:10.0,43.799072,-120.650238
4096.33, 2019/11/16 18:26:12.0,43.799072,-120.650238
4096.95, 2019/11/16 18:26:14.0,43.799072,-120.650238
4097.77, 2019/11/16 18:26:16.0,43.799072,-120.650238
4097.77, 2019/11/16 18:26:18.0,43.799072,-120.650238
4096.95, 2019/11/16 18:26:19.0,43.799072,-120.650238
4097.97, 2019/11/16 18:26:21.0,43.799072,-120.650238
4097.36, 2019/11/16 18:26:23.0,43.799072,-120.650238
4098.18, 2019/11/16 18:26:25.0,43.799072,-120.650238
4097.36, 2019/11/16 18:26:27.0,43.799072,-120.650238
4097.77, 2019/11/16 18:26:28.0,43.799072,-120.650238
4098.38, 2019/11/16 18:26:30.0,43.799072,-120.650238
4097.36, 2019/11/16 18:26:32.0,43.799072,-120.650238
4096.95, 2019/11/16 18:26:34.0,43.799072,-120.650238
4098.38, 2019/11/16 18:26:36.0,43.799072,-120.650238
4100.02, 2019/11/16 18:26:37.0,43.799072,-120.650238
4099, 2019/11/16 18:26:39.0,43.799072,-120.650238
4099.61, 2019/11/16 18:26:41.0,43.799072,-120.650238
4099.41, 2019/11/16 18:26:43.0,43.799072,-120.650238
4098.38, 2019/11/16 18:26:45.0,43.799072,-120.650238
4099.82, 2019/11/16 18:26:47.0,43.799072,-120.650238
4098.38, 2019/11/16 18:26:48.0,43.799072,-120.650238
4099.41, 2019/11/16 18:26:50.0,43.799072,-120.650238
4099.2, 2019/11/16 18:26:52.0,43.799072,-120.650238
4100.43, 2019/11/16 18:26:54.0,43.799072,-120.650238
4099.2, 2019/11/16 18:26:56.0,43.799072,-120.650238
4100.23, 2019/11/16 18:26:57.0,43.799072,-120.650238
4098.38, 2019/11/16 18:26:59.0,43.799072,-120.650238
4099.41, 2019/11/16 18:27:1.0,43.799072,-120.650238
4100.02, 2019/11/16 18:27:3.0,43.799072,-120.650238
4099.41, 2019/11/16 18:27:5.0,43.799072,-120.650238
4100.84, 2019/11/16 18:27:7.0,43.799072,-120.650238
4099.82, 2019/11/16 18:27:8.0,43.799072,-120.650238
4099.41, 2019/11/16 18:27:10.0,43.799072,-120.650238
4099.61, 2019/11/16 18:27:12.0,43.799072,-120.650238
4099.41, 2019/11/16 18:27:14.0,43.799072,-120.650238
4100.02, 2019/11/16 18:27:16.0,43.799072,-120.650238
4100.64, 2019/11/16 18:27:17.0,43.799072,-120.650238
4099.2, 2019/11/16 18:27:19.0,43.799072,-120.650238
4100.43, 2019/11/16 18:27:21.0,43.799072,-120.650238
4100.84, 2019/11/16 18:27:23.0,43.799072,-120.650238
4099.61, 2019/11/16 18:27:25.0,43.799072,-120.650238
4099.82, 2019/11/16 18:27:27.0,43.799072,-120.650238
4099.2, 2019/11/16 18:27:28.0,43.799072,-120.650238
4100.84, 2019/11/16 18:27:30.0,43.799072,-120.650238
4101.25, 2019/11/16 18:27:32.0,43.799072,-120.650238
4100.84, 2019/11/16 18:27:34.0,43.799072,-120.650238
4100.43, 2019/11/16 18:27:36.0,43.799072,-120.650238
4100.64, 2019/11/16 18:27:37.0,43.799072,-120.650238
4100.64, 2019/11/16 18:27:39.0,43.799072,-120.650238
4100.02, 2019/11/16 18:27:41.0,43.799072,-120.650238
4100.02, 2019/11/16 18:27:43.0,43.799072,-120.650238
4100.02, 2019/11/16 18:27:45.0,43.799072,-120.650238
4099, 2019/11/16 18:27:47.0,43.799072,-120.650238
4100.43, 2019/11/16 18:27:48.0,43.799072,-120.650238
4099.82, 2019/11/16 18:27:50.0,43.799072,-120.650238
4100.02, 2019/11/16 18:27:52.0,43.799072,-120.650238
4099.82, 2019/11/16 18:27:54.0,43.799072,-120.650238
4099.41, 2019/11/16 18:27:56.0,43.799072,-120.650238
4099.61, 2019/11/16 18:27:57.0,43.799072,-120.650238
4100.23, 2019/11/16 18:27:59.0,43.799072,-120.650238
4100.43, 2019/11/16 18:28:1.0,43.799072,-120.650238
4100.43, 2019/11/16 18:28:3.0,43.799072,-120.650238
4100.02, 2019/11/16 18:28:5.0,43.799072,-120.650238
4099.41, 2019/11/16 18:28:7.0,43.799072,-120.650238
4099.61, 2019/11/16 18:28:8.0,43.799072,-120.650238
4099.41, 2019/11/16 18:28:10.0,43.799072,-120.650238
4100.02, 2019/11/16 18:28:12.0,43.799072,-120.650238
4099.61, 2019/11/16 18:28:14.0,43.799072,-120.650238
4099, 2019/11/16 18:28:16.0,43.799076,-120.650246
4099.82, 2019/11/16 18:28:17.0,43.799076,-120.650246
4098.38, 2019/11/16 18:28:19.0,43.799076,-120.650246
4099.41, 2019/11/16 18:28:21.0,43.799076,-120.650246
4099.41, 2019/11/16 18:28:23.0,43.799076,-120.650246
4100.23, 2019/11/16 18:28:25.0,43.799076,-120.650246
4098.79, 2019/11/16 18:28:27.0,43.799076,-120.650246
4098.79, 2019/11/16 18:28:28.0,43.799076,-120.650246
4099.2, 2019/11/16 18:28:30.0,43.799076,-120.650246
4101.25, 2019/11/16 18:28:32.0,43.799076,-120.650246
4098.79, 2019/11/16 18:28:34.0,43.799076,-120.650246
4097.97, 2019/11/16 18:28:36.0,43.799076,-120.650246
4099.41, 2019/11/16 18:28:37.0,43.799076,-120.650246
4098.18, 2019/11/16 18:28:39.0,43.799076,-120.650246
4100.64, 2019/11/16 18:28:41.0,43.799076,-120.650246
4099.61, 2019/11/16 18:28:43.0,43.799076,-120.650246
4098.38, 2019/11/16 18:28:45.0,43.799076,-120.650246
4098.79, 2019/11/16 18:28:46.0,43.799076,-120.650246
4099.61, 2019/11/16 18:28:48.0,43.799076,-120.650246
4099.82, 2019/11/16 18:28:50.0,43.799076,-120.650246
4099.41, 2019/11/16 18:28:52.0,43.799076,-120.650246
4099.41, 2019/11/16 18:28:54.0,43.799076,-120.650246
4099.2, 2019/11/16 18:28:56.0,43.799076,-120.650246
4098.59, 2019/11/16 18:28:57.0,43.799076,-120.650246
4099.82, 2019/11/16 18:28:59.0,43.799076,-120.650246
4099.61, 2019/11/16 18:29:1.0,43.799076,-120.650246
4100.23, 2019/11/16 18:29:3.0,43.799076,-120.650246
4097.97, 2019/11/16 18:29:5.0,43.799076,-120.650246
4100.43, 2019/11/16 18:29:7.0,43.799076,-120.650246
4099.61, 2019/11/16 18:29:8.0,43.799076,-120.650246
4099.41, 2019/11/16 18:29:10.0,43.799076,-120.650246
4099.41, 2019/11/16 18:29:12.0,43.799076,-120.650246
4099.61, 2019/11/16 18:29:14.0,43.799076,-120.650246
4099.41, 2019/11/16 18:29:16.0,43.799076,-120.650246
4101.25, 2019/11/16 18:29:17.0,43.799076,-120.650246
4100.23, 2019/11/16 18:29:19.0,43.799076,-120.650246
4100.23, 2019/11/16 18:29:21.0,43.799076,-120.650253
4100.84, 2019/11/16 18:29:23.0,43.799076,-120.650253
4101.46, 2019/11/16 18:29:25.0,43.799076,-120.650253
4099.2, 2019/11/16 18:29:27.0,43.799076,-120.650253
4100.64, 2019/11/16 18:29:28.0,43.799076,-120.650253
4100.84, 2019/11/16 18:29:30.0,43.799076,-120.650253
4101.46, 2019/11/16 18:29:32.0,43.799076,-120.650253
4101.05, 2019/11/16 18:29:34.0,43.799076,-120.650253
4100.02, 2019/11/16 18:29:36.0,43.799076,-120.650253
4101.25, 2019/11/16 18:29:37.0,43.799076,-120.650253
4101.46, 2019/11/16 18:29:39.0,43.799076,-120.650253
4100.84, 2019/11/16 18:29:41.0,43.799076,-120.650253
4100.64, 2019/11/16 18:29:43.0,43.799076,-120.650253
4100.84, 2019/11/16 18:29:45.0,43.799076,-120.650253
4100.43, 2019/11/16 18:29:46.0,43.799076,-120.650253
4101.46, 2019/11/16 18:29:48.0,43.799076,-120.650253
4101.25, 2019/11/16 18:29:50.0,43.79908,-120.650253
4100.84, 2019/11/16 18:29:52.0,43.79908,-120.650253
4101.67, 2019/11/16 18:29:54.0,43.79908,-120.650253
4101.25, 2019/11/16 18:29:56.0,43.79908,-120.650253
4102.28, 2019/11/16 18:29:57.0,43.79908,-120.650253
4100.84, 2019/11/16 18:29:59.0,43.79908,-120.650253
4101.46, 2019/11/16 18:30:1.0,43.79908,-120.650253
4101.46, 2019/11/16 18:30:3.0,43.79908,-120.650253
4100.84, 2019/11/16 18:30:5.0,43.79908,-120.650253
4102.28, 2019/11/16 18:30:6.0,43.79908,-120.650253
4100.02, 2019/11/16 18:30:8.0,43.79908,-120.650253
4100.84, 2019/11/16 18:30:10.0,43.79908,-120.650253
4101.46, 2019/11/16 18:30:12.0,43.79908,-120.650253
4101.46, 2019/11/16 18:30:14.0,43.79908,-120.650253
4100.64, 2019/11/16 18:30:16.0,43.79908,-120.650253
4100.43, 2019/11/16 18:30:17.0,43.79908,-120.650253
4100.64, 2019/11/16 18:30:20.0,43.79908,-120.650253
4101.87, 2019/11/16 18:30:21.0,43.79908,-120.650253
4102.49, 2019/11/16 18:30:23.0,43.79908,-120.650253
4101.25, 2019/11/16 18:30:25.0,43.79908,-120.650253
4101.46, 2019/11/16 18:30:27.0,43.79908,-120.650253
4101.67, 2019/11/16 18:30:29.0,43.79908,-120.650253
4102.69, 2019/11/16 18:30:30.0,43.79908,-120.650253
4101.25, 2019/11/16 18:30:32.0,43.79908,-120.650253
4101.46, 2019/11/16 18:30:34.0,43.79908,-120.650253
4101.25, 2019/11/16 18:30:36.0,43.79908,-120.650253
4101.46, 2019/11/16 18:30:38.0,43.79908,-120.650253
4100.64, 2019/11/16 18:30:39.0,43.79908,-120.650253
4100.84, 2019/11/16 18:30:41.0,43.79908,-120.650253
4101.05, 2019/11/16 18:30:43.0,43.79908,-120.650253
4101.46, 2019/11/16 18:30:45.0,43.79908,-120.650253
4100.43, 2019/11/16 18:30:46.0,43.79908,-120.650253
4101.25, 2019/11/16 18:30:48.0,43.79908,-120.650253
4102.49, 2019/11/16 18:30:50.0,43.79908,-120.650253
4101.25, 2019/11/16 18:30:52.0,43.79908,-120.650253
4102.28, 2019/11/16 18:30:54.0,43.79908,-120.650253
4100.84, 2019/11/16 18:30:55.0,43.79908,-120.650253
4101.25, 2019/11/16 18:30:57.0,43.79908,-120.650253
4100.02, 2019/11/16 18:30:59.0,43.79908,-120.650253
4099.61, 2019/11/16 18:31:1.0,43.79908,-120.650253
4101.05, 2019/11/16 18:31:3.0,43.79908,-120.650253
4101.67, 2019/11/16 18:31:5.0,43.79908,-120.650253
4100.43, 2019/11/16 18:31:6.0,43.79908,-120.650253
4100.43, 2019/11/16 18:31:8.0,43.79908,-120.650253
4099.41, 2019/11/16 18:31:10.0,43.79908,-120.650253
4101.25, 2019/11/16 18:31:12.0,43.79908,-120.650253
4100.43, 2019/11/16 18:31:14.0,43.79908,-120.650253
4101.46, 2019/11/16 18:31:16.0,43.79908,-120.650253
4101.87, 2019/11/16 18:31:17.0,43.79908,-120.650253
4100.43, 2019/11/16 18:31:19.0,43.79908,-120.650253
4099.41, 2019/11/16 18:31:21.0,43.79908,-120.650253
4100.43, 2019/11/16 18:31:23.0,43.79908,-120.650253
4099, 2019/11/16 18:31:25.0,43.79908,-120.650253
4101.05, 2019/11/16 18:31:27.0,43.79908,-120.650253
4099.61, 2019/11/16 18:31:29.0,43.79908,-120.650253
4101.46, 2019/11/16 18:31:30.0,43.79908,-120.650253
4100.84, 2019/11/16 18:31:32.0,43.79908,-120.650253
4100.02, 2019/11/16 18:31:34.0,43.79908,-120.650253
4100.02, 2019/11/16 18:31:36.0,43.79908,-120.650253
4100.23, 2019/11/16 18:31:38.0,43.79908,-120.650253
4100.84, 2019/11/16 18:31:39.0,43.79908,-120.650253
4100.84, 2019/11/16 18:31:41.0,43.79908,-120.650253
4100.84, 2019/11/16 18:31:43.0,43.79908,-120.650253
4100.02, 2019/11/16 18:31:45.0,43.79908,-120.650253
4099.82, 2019/11/16 18:31:47.0,43.79908,-120.650253
4100.23, 2019/11/16 18:31:49.0,43.79908,-120.650253
4100.23, 2019/11/16 18:31:50.0,43.79908,-120.650253
4100.64, 2019/11/16 18:31:52.0,43.799076,-120.650253
4099.41, 2019/11/16 18:31:54.0,43.799076,-120.650253
4100.02, 2019/11/16 18:31:55.0,43.799076,-120.650253
4100.43, 2019/11/16 18:31:57.0,43.799076,-120.650253
4100.43, 2019/11/16 18:31:59.0,43.799076,-120.650253
4099.41, 2019/11/16 18:32:1.0,43.799072,-120.650261
4099.82, 2019/11/16 18:32:3.0,43.799072,-120.650253
4100.02, 2019/11/16 18:32:5.0,43.799072,-120.650253
4100.84, 2019/11/16 18:32:6.0,43.799072,-120.650253
4101.46, 2019/11/16 18:32:8.0,43.799072,-120.650253
4100.84, 2019/11/16 18:32:10.0,43.799072,-120.650253
4100.43, 2019/11/16 18:32:12.0,43.799072,-120.650253
4100.64, 2019/11/16 18:32:14.0,43.799072,-120.650253
4101.05, 2019/11/16 18:32:15.0,43.799072,-120.650253
4099.61, 2019/11/16 18:32:17.0,43.799072,-120.650253
4099.82, 2019/11/16 18:32:19.0,43.799072,-120.650253
4098.59, 2019/11/16 18:32:21.0,43.799072,-120.650253
4097.97, 2019/11/16 18:32:23.0,43.799072,-120.650253
4100.23, 2019/11/16 18:32:24.0,43.799072,-120.650253
4100.43, 2019/11/16 18:32:26.0,43.799072,-120.650253
4100.84, 2019/11/16 18:32:28.0,43.799072,-120.650253
4101.46, 2019/11/16 18:32:30.0,43.799072,-120.650253
4101.67, 2019/11/16 18:32:32.0,43.799072,-120.650253
4100.23, 2019/11/16 18:32:34.0,43.799072,-120.650253
4099, 2019/11/16 18:32:35.0,43.799072,-120.650253
4100.23, 2019/11/16 18:32:37.0,43.799072,-120.650253
4101.46, 2019/11/16 18:32:39.0,43.799072,-120.650253
4100.43, 2019/11/16 18:32:41.0,43.799072,-120.650253
4100.43, 2019/11/16 18:32:43.0,43.799072,-120.650253
4101.05, 2019/11/16 18:32:44.0,43.799072,-120.650253
4100.64, 2019/11/16 18:32:46.0,43.799072,-120.650253
