948,4357.16,2020/2/22 16:44:0.0,43.799084,-120.650261,1.22,0.14,0.43,253
Calculated 253
Initialized
1147,4356.34,2020/2/22 16:48:51.0,43.799042,-120.650269,1.00,0.43,0.14,92
1148,4355.73,2020/2/22 16:48:53.0,43.799038,-120.650269,0.11,0.43,0.71,106
1149,4355.11,2020/2/22 16:48:54.0,43.799038,-120.650269,1.44,0.14,0.14,102
1150,4356.34,2020/2/22 16:48:55.0,43.799038,-120.650269,0.33,-0.14,1.00,139
1151,4355.31,2020/2/22 16:48:57.0,43.799038,-120.650276,1.22,0.14,0.14,94
1152,4354.90,2020/2/22 16:48:58.0,43.799038,-120.650276,1.22,0.14,0.14,100
1153,4353.67,2020/2/22 16:49:0.0,43.799034,-120.650276,0.78,0.43,0.14,52
1154,4353.67,2020/2/22 16:49:1.0,43.799034,-120.650276,0.11,0.43,0.43,43
1155,4355.73,2020/2/22 16:49:3.0,43.799038,-120.650269,0.11,0.14,1.00,43
1156,4353.67,2020/2/22 16:49:4.0,43.799038,-120.650269,0.33,0.43,0.43,58
1157,4354.90,2020/2/22 16:49:6.0,43.799038,-120.650269,0.33,0.14,0.71,57
1158,4353.06,2020/2/22 16:49:7.0,43.799038,-120.650276,0.33,0.14,0.71,53
1159,4352.85,2020/2/22 16:49:9.0,43.799042,-120.650276,1.22,0.14,1.00,49
1160,4353.06,2020/2/22 16:49:10.0,43.799042,-120.650276,1.00,-0.14,0.71,123
1161,4354.08,2020/2/22 16:49:12.0,43.799038,-120.650269,0.11,0.43,1.00,87
1162,4353.06,2020/2/22 16:49:13.0,43.799038,-120.650269,1.22,-0.14,0.14,136
1163,4353.47,2020/2/22 16:49:14.0,43.799038,-120.650269,0.33,0.43,1.00,97
1164,4354.49,2020/2/22 16:49:16.0,43.799038,-120.650261,1.22,-0.14,-0.14,186
1165,4355.31,2020/2/22 16:49:17.0,43.799038,-120.650261,0.56,0.14,0.71,99
1166,4354.08,2020/2/22 16:49:19.0,43.799038,-120.650261,1.44,0.14,0.14,100
1167,4355.52,2020/2/22 16:49:20.0,43.799038,-120.650261,0.78,-0.14,1.00,140
1168,4355.31,2020/2/22 16:49:22.0,43.799038,-120.650253,0.56,-0.14,0.71,144
1169,4355.31,2020/2/22 16:49:23.0,43.799042,-120.650253,1.22,0.14,-0.14,132
1170,4356.55,2020/2/22 16:49:25.0,43.799042,-120.650253,1.00,-0.14,0.14,129
1171,4357.98,2020/2/22 16:49:26.0,43.799046,-120.650246,1.00,0.43,0.14,102
1172,4357.37,2020/2/22 16:49:28.0,43.799046,-120.650246,1.00,0.14,0.14,96
1173,4356.34,2020/2/22 16:49:29.0,43.799049,-120.650246,1.22,-0.14,0.14,146
1174,4357.37,2020/2/22 16:49:31.0,43.799049,-120.650246,0.33,0.43,0.14,102
1175,4358.60,2020/2/22 16:49:32.0,43.799053,-120.650246,1.22,-0.14,0.14,138
1176,4357.37,2020/2/22 16:49:34.0,43.799053,-120.650246,1.00,-0.14,0.14,140
1177,4357.37,2020/2/22 16:49:35.0,43.799057,-120.650246,1.00,0.43,0.14,103
1178,4357.98,2020/2/22 16:49:36.0,43.799061,-120.650238,1.22,-0.14,0.71,158
1179,4357.57,2020/2/22 16:49:38.0,43.799061,-120.650238,0.11,0.43,1.00,103
1180,4357.37,2020/2/22 16:49:39.0,43.799065,-120.650230,0.11,0.14,1.00,88
1181,4356.14,2020/2/22 16:49:41.0,43.799065,-120.650230,0.56,0.14,0.71,92
1182,4360.03,2020/2/22 16:49:42.0,43.799065,-120.650230,1.00,0.14,1.00,70
1183,4356.55,2020/2/22 16:49:44.0,43.799068,-120.650230,1.22,-0.14,0.14,141
1184,4357.78,2020/2/22 16:49:45.0,43.799068,-120.650230,0.78,-0.14,1.00,155
1185,4358.19,2020/2/22 16:49:47.0,43.799072,-120.650238,0.11,0.43,0.43,107
1186,4358.19,2020/2/22 16:49:48.0,43.799072,-120.650238,1.22,0.14,0.14,108
1187,4356.96,2020/2/22 16:49:50.0,43.799072,-120.650238,1.00,0.14,0.43,103
1188,4357.37,2020/2/22 16:49:51.0,43.799072,-120.650238,1.22,0.14,0.14,103
1189,4357.37,2020/2/22 16:49:53.0,43.799072,-120.650238,0.11,0.43,0.71,108
1190,4355.73,2020/2/22 16:49:54.0,43.799072,-120.650238,0.33,0.71,0.43,103
1191,4356.55,2020/2/22 16:49:56.0,43.799072,-120.650238,0.56,0.71,0.71,113
1192,4355.73,2020/2/22 16:49:57.0,43.799072,-120.650238,1.22,0.14,0.14,102
1193,4355.93,2020/2/22 16:49:58.0,43.799072,-120.650230,1.22,0.43,0.14,100
1194,4355.31,2020/2/22 16:50:0.0,43.799076,-120.650230,0.78,0.43,0.14,38
1195,4357.37,2020/2/22 16:50:1.0,43.799076,-120.650230,0.33,0.43,0.43,41
1196,4354.49,2020/2/22 16:50:3.0,43.799076,-120.650230,0.11,0.14,1.00,32
1197,4354.70,2020/2/22 16:50:4.0,43.799076,-120.650230,1.22,0.14,0.14,35
1198,4354.90,2020/2/22 16:50:6.0,43.799072,-120.650238,1.00,0.14,0.14,40
1199,4355.31,2020/2/22 16:50:7.0,43.799072,-120.650238,1.22,-0.14,1.00,83
1200,4355.31,2020/2/22 16:50:9.0,43.799068,-120.650246,1.00,0.43,0.43,31
1201,4356.34,2020/2/22 16:50:10.0,43.799068,-120.650246,1.22,0.14,1.00,72
1202,4356.14,2020/2/22 16:50:12.0,43.799065,-120.650246,0.78,0.43,0.14,86
1203,4355.31,2020/2/22 16:50:13.0,43.799065,-120.650253,0.33,0.14,1.00,69
1204,4354.70,2020/2/22 16:50:15.0,43.799061,-120.650253,0.56,0.14,1.00,75
1205,4355.93,2020/2/22 16:50:16.0,43.799061,-120.650253,1.44,-0.14,0.71,133
1206,4356.75,2020/2/22 16:50:18.0,43.799061,-120.650261,1.00,0.14,1.00,76
1207,4356.55,2020/2/22 16:50:19.0,43.799061,-120.650261,0.33,0.43,0.43,89
1208,4355.73,2020/2/22 16:50:20.0,43.799061,-120.650261,1.22,0.14,0.14,76
1209,4357.98,2020/2/22 16:50:22.0,43.799061,-120.650261,1.44,0.14,0.43,94
1210,4358.39,2020/2/22 16:50:23.0,43.799061,-120.650261,0.56,0.43,0.43,87
1211,4358.80,2020/2/22 16:50:25.0,43.799061,-120.650261,0.56,0.14,1.00,78
1212,4359.21,2020/2/22 16:50:26.0,43.799061,-120.650261,1.00,-0.14,0.71,118
1213,4359.83,2020/2/22 16:50:28.0,43.799061,-120.650269,1.22,0.14,0.43,95
1214,4359.42,2020/2/22 16:50:29.0,43.799061,-120.650261,1.22,-0.14,0.14,127
1215,4360.03,2020/2/22 16:50:31.0,43.799061,-120.650269,0.11,0.14,1.00,66
1216,4357.37,2020/2/22 16:50:32.0,43.799061,-120.650269,0.33,0.14,1.00,85
1217,4356.34,2020/2/22 16:50:34.0,43.799061,-120.650269,0.11,0.14,1.00,80
1218,4357.37,2020/2/22 16:50:35.0,43.799061,-120.650269,0.78,0.14,1.28,109
1219,4356.96,2020/2/22 16:50:37.0,43.799057,-120.650276,1.22,0.14,0.71,106
1220,4357.78,2020/2/22 16:50:38.0,43.799057,-120.650276,1.22,0.14,0.71,100
1221,4355.73,2020/2/22 16:50:39.0,43.799057,-120.650276,0.56,0.43,0.43,102
1222,4355.11,2020/2/22 16:50:41.0,43.799061,-120.650276,1.22,0.14,0.14,73
1223,4355.73,2020/2/22 16:50:42.0,43.799057,-120.650276,1.44,0.14,0.14,92
1224,4353.88,2020/2/22 16:50:44.0,43.799061,-120.650269,0.33,0.43,1.00,91
1225,4354.70,2020/2/22 16:50:45.0,43.799061,-120.650269,1.00,-0.14,0.71,130
1226,4353.06,2020/2/22 16:50:47.0,43.799061,-120.650269,1.00,-0.14,0.71,131
1227,4354.08,2020/2/22 16:50:48.0,43.799057,-120.650269,1.22,0.14,0.14,97
1228,4354.70,2020/2/22 16:50:50.0,43.799057,-120.650261,0.11,0.14,1.00,75
1229,4353.06,2020/2/22 16:50:51.0,43.799061,-120.650261,1.00,0.43,0.14,75
1230,4353.88,2020/2/22 16:50:53.0,43.799068,-120.650269,0.56,0.14,0.71,105
1231,4353.67,2020/2/22 16:50:54.0,43.799072,-120.650269,0.78,-0.14,1.00,141
1232,4354.29,2020/2/22 16:50:55.0,43.799076,-120.650276,0.11,0.43,1.00,88
1233,4354.70,2020/2/22 16:50:57.0,43.799080,-120.650276,0.33,0.14,1.00,84
1234,4352.24,2020/2/22 16:50:58.0,43.799084,-120.650276,1.22,0.14,0.43,92
1235,4353.88,2020/2/22 16:51:0.0,43.799091,-120.650291,1.00,-0.14,0.71,81
1236,4354.08,2020/2/22 16:51:1.0,43.799088,-120.650291,1.00,0.14,0.14,34
1237,4353.06,2020/2/22 16:51:3.0,43.799088,-120.650299,0.33,0.14,1.00,43
1238,4353.88,2020/2/22 16:51:4.0,43.799088,-120.650291,1.22,-0.14,0.14,95
1239,4354.08,2020/2/22 16:51:6.0,43.799088,-120.650291,0.56,0.71,0.43,57
1240,4354.08,2020/2/22 16:51:7.0,43.799088,-120.650291,1.00,0.43,0.43,39
1241,4355.52,2020/2/22 16:51:9.0,43.799088,-120.650291,1.00,0.14,0.14,38
1242,4356.75,2020/2/22 16:51:10.0,43.799088,-120.650291,-0.11,0.71,-0.14,179
1243,4354.49,2020/2/22 16:51:11.0,43.799076,-120.650299,0.11,0.43,-0.14,139
1244,4355.52,2020/2/22 16:51:13.0,43.799065,-120.650314,1.00,0.43,-0.43,124
1245,4356.34,2020/2/22 16:51:14.0,43.799068,-120.650314,0.78,0.71,0.14,98
1246,4356.34,2020/2/22 16:51:16.0,43.799068,-120.650314,1.22,0.43,0.14,90
1247,4357.57,2020/2/22 16:51:17.0,43.799068,-120.650314,1.22,-0.14,0.14,141
